"Id","Position","First Name","Nickname","Last Name","FPPG","Played","Salary","Game","Team","Opponent","Injury Indicator","Injury Details","",""
"17296-54741","WR","Seth","","Roberts","6.530769348144531","13","4600","OAK@SD","OAK","SD","","","",""
"17296-26094","WR","Brandon","","Coleman","5.254545385187322","11","4600","NO@ARI","NO","ARI","","","",""
"17296-22003","RB","Ronnie","","Hillman","2.2600000381469725","5","4600","OAK@SD","SD","OAK","","","",""
"17296-10744","K","Graham","","Gano","8.384615384615385","13","4600","CAR@WAS","CAR","WAS","","","",""
"17296-39427","WR","Quinton","","Patton","4.833333333333333","12","4500","SF@ATL","SF","ATL","","","",""
"17296-6660","RB","Donald","","Brown","6.950000127156575","6","4500","NE@DEN","NE","DEN","","","",""
"17296-23046","RB","Jamize","","Olawale","4.3818182511763135","11","4500","OAK@SD","OAK","SD","","","",""
"17296-6664","TE","Jacob","","Tamme","6.25","8","4500","SF@ATL","ATL","SF","IR","Shoulder","",""
"17296-46088","RB","Jhurell","","Pressley","0","0","4500","SF@ATL","ATL","SF","","","",""
"17296-14348","TE","Lee","","Smith","1.9666666984558105","3","4500","OAK@SD","OAK","SD","IR","Ankle","",""
"17296-24589","WR","Jaron","","Brown","5.033333460489909","6","4500","NO@ARI","ARI","NO","IR","Knee","",""
"17296-29201","WR","Maurice","","Harris","1.7200000762939454","5","4500","CAR@WAS","WAS","CAR","","","",""
"17296-14355","TE","Niles","","Paul","1.850000023841858","2","4500","CAR@WAS","WAS","CAR","IR","Shoulder","",""
"17296-39445","WR","Brice","","Butler","3.263636502352628","11","4500","TB@DAL","DAL","TB","","","",""
"17296-29723","RB","Stepfan","","Taylor","0.6000000238418579","2","4500","NO@ARI","ARI","NO","","","",""
"17296-39455","RB","Kerwynn","","Williams","3.4000000953674316","1","4500","NO@ARI","ARI","NO","","","",""
"17296-14372","WR","Aldrick","","Robinson","3.459999847412109","10","4500","SF@ATL","ATL","SF","","","",""
"17296-30244","RB","Matt","","Jones","10.185714721679688","7","4500","CAR@WAS","WAS","CAR","Q","Illness","",""
"17296-6702","K","Phil","","Dawson","6.923076923076923","13","4500","SF@ATL","SF","ATL","","","",""
"17296-22063","WR","Keshawn","","Martin","-2","1","4500","SF@ATL","SF","ATL","","","",""
"17296-33840","WR","Keyarris","","Garrett","0","0","4500","CAR@WAS","CAR","WAS","","","",""
"17296-29237","WR","Chris","","Harper","2.220000076293945","5","4500","SF@ATL","SF","ATL","","","",""
"17296-14394","TE","Virgil","","Green","3.762500047683716","8","4500","NE@DEN","DEN","NE","","","",""
"17296-27199","RB","Marcus","","Murphy","0.4000000059604645","2","4500","NO@ARI","NO","ARI","","","",""
"17296-28226","WR","Aaron","","Burbridge","0.2","5","4500","SF@ATL","SF","ATL","","","",""
"17296-39492","TE","Josh","","Hill","3.549999952316284","8","4500","NO@ARI","NO","ARI","IR","Leg","",""
"17296-14406","RB","Bruce","","Miller","2.589999961853027","10","4500","SF@ATL","SF","ATL","","","",""
"17296-12872","RB","James","","Develin","0.2","5","4500","NE@DEN","NE","DEN","","","",""
"17296-28744","RB","Raheem","","Mostert","-0.25","8","4500","SF@ATL","SF","ATL","","","",""
"17296-7244","RB","John","","Kuhn","4.181818181818182","11","4500","NO@ARI","NO","ARI","","","",""
"17296-62544","RB","Brandon","","Wegher","0","1","4500","CAR@WAS","CAR","WAS","","","",""
"17296-30807","TE","Mychal","","Rivera","3.7874999046325684","8","4500","OAK@SD","OAK","SD","","","",""
"17296-39512","RB","Kendall","","Gaskins","3.674999952316284","4","4500","SF@ATL","SF","ATL","","","",""
"17296-18009","TE","Chris","","Manhertz","0","0","4500","CAR@WAS","CAR","WAS","","","",""
"17296-25694","RB","Andre","","Williams","2.1812500953674316","16","4500","OAK@SD","SD","OAK","","","",""
"17296-48224","TE","Wes","","Saxton","0","1","4500","CAR@WAS","WAS","CAR","","","",""
"17296-31329","WR","Russell","","Shepard","4.9555553860134545","9","4500","TB@DAL","TB","DAL","","","",""
"17296-30307","RB","Mack","","Brown","0","0","4500","CAR@WAS","WAS","CAR","Q","Concussion","",""
"17296-22116","RB","Cyrus","","Gray","0","0","4500","SF@ATL","ATL","SF","","","",""
"17296-64104","RB","Terrell","","Watson","0","0","4500","NE@DEN","DEN","NE","","","",""
"17296-24682","RB","Andre","","Ellington","1.5916666984558105","12","4500","NO@ARI","ARI","NO","","","",""
"17296-22123","TE","James","","Hanna","1.5499999523162842","8","4500","TB@DAL","DAL","TB","NA","Knee","",""
"17296-30326","RB","Keith","","Marshall","0","0","4500","CAR@WAS","WAS","CAR","IR","Elbow","",""
"17296-29304","RB","Daniel","","Lasco","1.7666667302449544","3","4500","NO@ARI","NO","ARI","Q","Hamstring","",""
"17296-7801","TE","Brandon","","Myers","2.0428571701049805","7","4500","TB@DAL","TB","DAL","","","",""
"17296-27771","WR","Cody","","Latimer","1.2166666984558105","6","4500","NE@DEN","DEN","NE","","","",""
"17296-38523","TE","Geoff","","Swaim","1.6499999364217122","6","4500","TB@DAL","DAL","TB","IR","Pectoral","",""
"17296-7806","RB","Darren","","McFadden","10.981249809265137","16","4500","TB@DAL","DAL","TB","","","",""
"17296-29830","WR","Shaq","","Evans","0","0","4500","NE@DEN","NE","DEN","","","",""
"17296-28807","TE","Gabe","","Holmes","0","0","4500","OAK@SD","OAK","SD","IR","Ankle","",""
"17296-27273","RB","Andy","","Janovich","2.3142858232770647","7","4500","NE@DEN","DEN","NE","IR","Ankle","",""
"17296-33418","TE","Alan","","Cross","1.7666667302449544","6","4500","TB@DAL","TB","DAL","","","",""
"17296-24720","TE","Braxton","","Deaver","0","0","4500","CAR@WAS","CAR","WAS","","","",""
"17296-33424","WR","Mose","","Frazier","0","0","4500","SF@ATL","SF","ATL","","","",""
"17296-29340","WR","Josh","","Huff","3.674999952316284","8","4500","TB@DAL","TB","DAL","","","",""
"17296-62628","WR","DeAndre","","Carter","0","0","4500","NE@DEN","NE","DEN","","","",""
"17296-6823","TE","John","","Phillips","2.8600000381469726","5","4500","NO@ARI","NO","ARI","","","",""
"17296-11431","TE","Jermaine","","Gresham","4.530769348144531","13","4500","NO@ARI","ARI","NO","Q","Knee","",""
"17296-62631","RB","Gus","","Johnson","0","0","4500","SF@ATL","ATL","SF","","","",""
"17296-62633","TE","Matt","","Lengel","0","0","4500","NE@DEN","NE","DEN","","","",""
"17296-25775","TE","Clive","","Walford","4.783333460489909","12","4500","OAK@SD","OAK","SD","","","",""
"17296-46767","TE","Je'Ron","","Hamm","0","1","4500","SF@ATL","SF","ATL","","","",""
"17296-7856","WR","Matthew","","Slater","-0.375","4","4500","NE@DEN","NE","DEN","Q","Foot","",""
"17296-30385","WR","Marlon","","Brown","2.0222223069932728","9","4500","NE@DEN","DEN","NE","IR","Undisclosed","",""
"17296-22198","WR","Brittan","","Golden","1.6714285441807337","7","4500","NO@ARI","ARI","NO","","","",""
"17296-33978","RB","Devon","","Johnson","0","0","4500","CAR@WAS","CAR","WAS","IR","Undisclosed","",""
"17296-11454","RB","Dexter","","McCluster","1.2166666984558105","6","4500","OAK@SD","SD","OAK","O","Forearm","",""
"17296-33473","WR","Chris","","Brown","0","0","4500","TB@DAL","DAL","TB","","","",""
"17296-22220","TE","Sean","","McGrath","1.1666666666666667","3","4500","OAK@SD","SD","OAK","","","",""
"17296-33488","TE","Troy","","Niklas","0.25","2","4500","NO@ARI","ARI","NO","IR","Wrist","",""
"17296-62680","WR","Donteea","","Dye","2.470000076293945","10","4500","TB@DAL","TB","DAL","","","",""
"17296-28890","RB","Derek","","Watt","1.7200000762939454","5","4500","OAK@SD","SD","OAK","","","",""
"17296-24797","RB","Juwan","","Thompson","3.299999952316284","2","4500","NE@DEN","DEN","NE","","","",""
"17296-11488","TE","Ed","","Dickson","2.3444444868299694","9","4500","CAR@WAS","CAR","WAS","","","",""
"17296-22754","TE","Garrett","","Celek","4.3","10","4500","SF@ATL","SF","ATL","","","",""
"17296-61666","WR","Jared","","Dangerfield","0","0","4500","NO@ARI","NO","ARI","","","",""
"17296-25827","TE","Asante","","Cleveland","0.6000000238418579","1","4500","OAK@SD","SD","OAK","","","",""
"17296-39153","TE","Ifeanyi","","Momah","2","3","4500","NO@ARI","ARI","NO","IR","Wrist","",""
"17296-45809","TE","Kivon","","Cartwright","0","0","4500","TB@DAL","TB","DAL","","","",""
"17296-22258","RB","Travaris","","Cadet","3.909090909090909","11","4500","NO@ARI","NO","ARI","","","",""
"17296-28408","WR","Kyle","","Prater","0","0","4500","NO@ARI","NO","ARI","","","",""
"17296-45821","WR","Isaiah","","Burse","0","5","4500","OAK@SD","SD","OAK","","","",""
"17296-28930","RB","James","","White","8.43076911339393","13","4500","NE@DEN","NE","DEN","","","",""
"17296-12552","D","Washington","","Redskins","6","13","4500","CAR@WAS","WAS","CAR","","","",""
"17296-27403","TE","Blake","","Bell","1.1","5","4500","SF@ATL","SF","ATL","","","",""
"17296-27918","TE","Henry","","Krieger-Coble","0","0","4500","NE@DEN","DEN","NE","","","",""
"17296-7953","WR","Vincent","","Jackson","4.959999847412109","5","4500","TB@DAL","TB","DAL","IR","Knee","",""
"17296-11538","TE","Garrett","","Graham","1.5714285714285714","7","4500","NE@DEN","DEN","NE","","","",""
"17296-22292","RB","Lance","","Dunbar","2.322222179836697","9","4500","TB@DAL","DAL","TB","","","",""
"17296-70423","TE","Anthony","","Norris","0","0","4500","NE@DEN","DEN","NE","","","",""
"17296-10531","WR","Jordan","","Norwood","2.816666603088379","12","4500","NE@DEN","DEN","NE","","","",""
"17296-11556","TE","Michael","","Hoomanawanui","2.910000038146973","10","4500","NO@ARI","NO","ARI","IR","Lower leg","",""
"17296-7975","RB","Mike","","Tolbert","1.275000015894572","12","4500","CAR@WAS","CAR","WAS","","","",""
"17296-31015","WR","DeAndrew","","White","1.399999976158142","2","4500","NE@DEN","NE","DEN","","","",""
"17296-22317","WR","Brenton","","Bersin","1.2000000476837158","1","4500","CAR@WAS","CAR","WAS","","","",""
"17296-27439","WR","Durron","","Neal","0","0","4500","NE@DEN","DEN","NE","","","",""
"17296-24882","K","Roberto","","Aguayo","6.384615384615385","13","4500","TB@DAL","TB","DAL","","","",""
"17296-43826","WR","Tommylee","","Lewis","1.355555534362793","9","4500","NO@ARI","NO","ARI","","","",""
"17296-14643","RB","DuJuan","","Harris","5.25","6","4500","SF@ATL","SF","ATL","","","",""
"17296-32564","WR","Josh","","Doctson","3.799999952316284","2","4500","CAR@WAS","WAS","CAR","IR","Achilles","",""
"17296-26934","RB","Toben","","Opurum","0","2","4500","NE@DEN","DEN","NE","","","",""
"17296-28486","WR","Corey","","Brown","2.941666603088379","12","4500","CAR@WAS","CAR","WAS","","","",""
"17296-28487","TE","Jeff","","Heuerman","1.933333396911621","3","4500","NE@DEN","DEN","NE","","","",""
"17296-47953","WR","Lucky","","Whitehead","0.9666666984558105","12","4500","TB@DAL","DAL","TB","","","",""
"17296-32082","WR","Jordan","","Taylor","3.5250000953674316","8","4500","NE@DEN","DEN","NE","","","",""
