"Id","Position","First Name","Nickname","Last Name","FPPG","Played","Salary","Game","Team","Opponent","Injury Indicator","Injury Details","",""
"17027-62497","RB","David","","Johnson","23.08000030517578","10","9500","ARI@ATL","ARI","ATL","","","",""
"17027-31360","WR","Odell","","Beckham Jr.","14.539999389648438","10","9000","NYG@CLE","NYG","CLE","","","",""
"17027-14190","WR","Julio","","Jones","17.1","10","8700","ARI@ATL","ATL","ARI","","","",""
"17027-6616","QB","Matt","","Ryan","22.777999877929688","10","8700","ARI@ATL","ATL","ARI","","","",""
"17027-6504","QB","Drew","","Brees","23.08800048828125","10","8600","LA@NO","NO","LA","","","",""
"17027-46882","RB","Jay","","Ajayi","14.366667005750868","9","8400","SF@MIA","MIA","SF","","","",""
"17027-29358","QB","Marcus","","Mariota","20.47999988902699","11","8300","TEN@CHI","TEN","CHI","","","",""
"17027-14254","RB","DeMarco","","Murray","19.563636086203836","11","8300","TEN@CHI","TEN","CHI","","","",""
"17027-28900","RB","Melvin","","Gordon","19.689999389648438","10","8200","SD@HOU","SD","HOU","","","",""
"17027-6779","RB","LeSean","","McCoy","16.333333333333332","9","8100","JAC@BUF","BUF","JAC","","","",""
"17027-7968","QB","Philip","","Rivers","18.003999328613283","10","8000","SD@HOU","SD","HOU","","","",""
"17027-14187","WR","A.J.","","Green","15.339999389648437","10","8000","CIN@BAL","CIN","BAL","NA","Hamstring","",""
"17027-6826","QB","Eli","","Manning","16.19199981689453","10","7800","NYG@CLE","NYG","CLE","","","",""
"17027-14377","QB","Tyrod","","Taylor","17.95","10","7700","JAC@BUF","BUF","JAC","","","",""
"17027-30447","RB","Todd","","Gurley","11.430000305175781","10","7500","LA@NO","LA","NO","","","",""
"17027-14225","QB","Andy","","Dalton","17.83000030517578","10","7400","CIN@BAL","CIN","BAL","","","",""
"17027-28643","WR","Allen","","Robinson","12.019999694824218","10","7400","JAC@BUF","JAC","BUF","","","",""
"17027-6714","QB","Joe","","Flacco","15.46199951171875","10","7300","CIN@BAL","BAL","CIN","","","",""
"17027-29501","WR","Brandin","","Cooks","13.769999694824218","10","7300","LA@NO","NO","LA","","","",""
"17027-24920","RB","Devonta","","Freeman","13.760000610351563","10","7300","ARI@ATL","ATL","ARI","","","",""
"17027-6883","WR","Larry","","Fitzgerald","14.239999389648437","10","7200","ARI@ATL","ARI","ATL","","","",""
"17027-14231","QB","Colin","","Kaepernick","19.952000427246094","5","7200","SF@MIA","SF","MIA","","","",""
"17027-34308","QB","Blake","","Bortles","18.922000122070312","10","7100","JAC@BUF","JAC","BUF","","","",""
"17027-22037","RB","Lamar","","Miller","13.169999694824218","10","7100","SD@HOU","HOU","SD","","","",""
"17027-6748","QB","Carson","","Palmer","16.13111029730903","9","7100","ARI@ATL","ARI","ATL","","","",""
"17027-6535","WR","Kenny","","Britt","11.40999984741211","10","7100","LA@NO","LA","NO","","","",""
"17027-21948","QB","Ryan","","Tannehill","14.655999755859375","10","7100","SF@MIA","MIA","SF","","","",""
"17027-31394","WR","Jarvis","","Landry","11.240000152587891","10","7000","SF@MIA","MIA","SF","","","",""
"17027-16606","WR","DeAndre","","Hopkins","9.7","10","7000","SD@HOU","HOU","SD","","","",""
"17027-15212","WR","Terrelle","","Pryor Sr.","12.37636358087713","11","6900","NYG@CLE","CLE","NYG","","","",""
"17027-42142","RB","Jordan","","Howard","12.622222052680122","9","6800","TEN@CHI","CHI","TEN","","","",""
"17027-28473","RB","Carlos","","Hyde","13.237500190734863","8","6800","SF@MIA","SF","MIA","","","",""
"17027-6607","WR","Mike","","Wallace","12.669999694824218","10","6700","CIN@BAL","BAL","CIN","","","",""
"17027-6898","QB","Jay","","Cutler","10.351999664306641","5","6600","TEN@CHI","CHI","TEN","NA","Shoulder","",""
"17027-8052","RB","Rashad","","Jennings","9.985714503696986","7","6600","NYG@CLE","NYG","CLE","","","",""
"17027-62535","WR","Tyrell","","Williams","11.75","10","6500","SD@HOU","SD","HOU","","","",""
"17027-6828","RB","Tim","","Hightower","6.079999923706055","10","6500","LA@NO","NO","LA","","","",""
"17027-30237","RB","Mike","","Gillislee","7.05999984741211","10","6400","JAC@BUF","BUF","JAC","NA","Hamstring","",""
"17027-6803","QB","Josh","","McCown","11.305000305175781","4","6400","NYG@CLE","CLE","NYG","","","",""
"17027-33557","TE","Tyler","","Eifert","9.600000381469727","4","6400","CIN@BAL","CIN","BAL","","","",""
"17027-29587","QB","Cody","","Kessler","9.819999694824219","8","6400","NYG@CLE","CLE","NYG","NA","Concussion","",""
"17027-28573","WR","Michael","","Thomas","12.20999984741211","10","6400","LA@NO","NO","LA","","","",""
"17027-44449","WR","Willie","","Snead","11.38888888888889","9","6400","LA@NO","NO","LA","","","",""
"17027-6735","WR","Steve","","Smith Sr.","11.699999809265137","8","6300","CIN@BAL","BAL","CIN","","","",""
"17027-54607","RB","Terrance","","West","9.45","10","6300","CIN@BAL","BAL","CIN","","","",""
"17027-21994","QB","Brock","","Osweiler","12.723999786376954","10","6300","SD@HOU","HOU","SD","","","",""
"17027-33260","WR","DeVante","","Parker","8.833333333333334","9","6300","SF@MIA","MIA","SF","","","",""
"17027-22163","WR","Rishard","","Matthews","10.818181818181818","11","6200","TEN@CHI","TEN","CHI","","","",""
"17027-6863","TE","Delanie","","Walker","11.4","10","6100","TEN@CHI","TEN","CHI","","","",""
"17027-27477","WR","Sterling","","Shepard","9.95999984741211","10","6100","NYG@CLE","NYG","CLE","","","",""
"17027-29715","QB","Kevin","","Hogan","6.21999994913737","3","6000","NYG@CLE","CLE","NYG","","","",""
"17027-6679","QB","Matt","","Schaub","-0.20000000298023224","1","6000","ARI@ATL","ATL","ARI","","","",""
"17027-38435","QB","Jared","","Goff","6.460000038146973","1","6000","LA@NO","LA","NO","","","",""
"17027-42028","WR","Will","","Fuller","8.737500190734863","8","6000","SD@HOU","HOU","SD","","","",""
"17027-7744","QB","Drew","","Stanton","3.265000104904175","4","6000","ARI@ATL","ARI","ATL","","","",""
"17027-7778","QB","Matt","","Cassel","0.25","2","6000","TEN@CHI","TEN","CHI","","","",""
"17027-7872","QB","Brian","","Hoyer","13.266666412353516","6","6000","TEN@CHI","CHI","TEN","IR","Forearm","",""
"17027-7965","TE","Antonio","","Gates","9","8","6000","SD@HOU","SD","HOU","","","",""
"17027-7970","QB","Charlie","","Whitehurst","10.380000114440918","1","6000","NYG@CLE","CLE","NYG","","","",""
"17027-14194","QB","Blaine","","Gabbert","15.539999389648438","5","6000","SF@MIA","SF","MIA","","","",""
"17027-14211","RB","Mark","","Ingram","12.269999694824218","10","6000","LA@NO","NO","LA","Q","Concussion","",""
"17027-29605","QB","Matt","","Barkley","1.1399999856948853","1","6000","TEN@CHI","CHI","TEN","","","",""
"17027-21941","QB","Robert","","Griffin III","10.300000190734863","1","6000","NYG@CLE","CLE","NYG","IR","Shoulder","",""
"17027-14267","QB","Ryan","","Mallett","0.029999999329447746","2","6000","CIN@BAL","BAL","CIN","","","",""
"17027-21959","QB","Brandon","","Weeden","11.403333028157553","6","6000","SD@HOU","HOU","SD","NA","Coach's decision","",""
"17027-22994","QB","Case","","Keenum","13.428888956705729","9","6000","LA@NO","LA","NO","","","",""
"17027-22018","WR","Mohamed","","Sanu","8.05","10","5900","ARI@ATL","ATL","ARI","","","",""
"17027-62538","WR","Cameron","","Meredith","8.512499809265137","8","5900","TEN@CHI","CHI","TEN","","","",""
"17027-11864","RB","Chris","","Ivory","6.337500095367432","8","5900","JAC@BUF","JAC","BUF","","","",""
"17027-31397","RB","Jeremy","","Hill","10.9","10","5900","CIN@BAL","CIN","BAL","","","",""
"17027-31047","QB","AJ","","McCarron","8.17999976021903","7","5900","CIN@BAL","CIN","BAL","","","",""
"17027-29593","WR","Marqise","","Lee","8.169999694824218","10","5800","JAC@BUF","JAC","BUF","","","",""
"17027-24641","WR","Sammy","","Watkins","4.650000095367432","2","5700","JAC@BUF","BUF","JAC","","","",""
"17027-25290","RB","Giovani","","Bernard","10.280000305175781","10","5700","CIN@BAL","CIN","BAL","IR","Knee - acl","",""
"17027-27457","WR","Kenny","","Stills","7.630000305175781","10","5700","SF@MIA","MIA","SF","","","",""
"17027-54684","RB","Isaiah","","Crowell","11.254545731977982","11","5700","NYG@CLE","CLE","NYG","","","",""
"17027-21971","TE","Coby","","Fleener","8.09000015258789","10","5700","LA@NO","NO","LA","","","",""
"17027-27776","RB","Tevin","","Coleman","14.557143075125557","7","5600","ARI@ATL","ATL","ARI","","","",""
"17027-40669","WR","Tyler","","Boyd","5.570000076293946","10","5600","CIN@BAL","CIN","BAL","","","",""
"17027-54606","WR","John","","Brown","6.666666666666667","9","5600","ARI@ATL","ARI","ATL","","","",""
"17027-40845","TE","Hunter","","Henry","8.637499809265137","8","5600","SD@HOU","SD","HOU","","","",""
"17027-22035","WR","Travis","","Benjamin","9.200000339084202","9","5500","SD@HOU","SD","HOU","","","",""
"17027-6808","QB","Matt","","Moore","0.36000001430511475","1","5500","SF@MIA","MIA","SF","","","",""
"17027-7844","QB","Chad","","Henne","-0.20000000298023224","1","5500","JAC@BUF","JAC","BUF","","","",""
"17027-34154","WR","J.J.","","Nelson","5.75","8","5500","ARI@ATL","ARI","ATL","","","",""
"17027-47523","WR","Tajae","","Sharpe","6.763636502352628","11","5500","TEN@CHI","TEN","CHI","","","",""
"17027-14317","TE","Julius","","Thomas","7.4555553860134545","9","5500","JAC@BUF","JAC","BUF","NA","Back","",""
"17027-14349","WR","Jeremy","","Kerley","7.840000152587891","10","5400","SF@MIA","SF","MIA","","","",""
"17027-6768","WR","Eddie","","Royal","8.9375","8","5400","TEN@CHI","CHI","TEN","","","",""
"17027-30775","WR","Justin","","Hunter","5.6200000762939455","5","5300","JAC@BUF","BUF","JAC","","","",""
"17027-32243","WR","Marquise","","Goodwin","7.324999809265137","8","5300","JAC@BUF","BUF","JAC","","","",""
"17027-31732","WR","Corey","","Coleman","9.5","5","5300","NYG@CLE","CLE","NYG","","","",""
"17027-31406","RB","Alfred","","Blue","2.3777777353922525","9","5200","SD@HOU","HOU","SD","NA","Calf","",""
"17027-27908","TE","C.J.","","Fiedorowicz","7.419999694824218","10","5200","SD@HOU","HOU","SD","","","",""
"17027-14643","RB","DuJuan","","Harris","7.300000190734863","4","5200","SF@MIA","SF","MIA","","","",""
"17027-31061","RB","T.J.","","Yeldon","7.880000305175781","10","5200","JAC@BUF","JAC","BUF","","","",""
"17027-14198","QB","Christian","","Ponder","0","0","5200","SF@MIA","SF","MIA","NA","Coach's decision","",""
"17027-23045","K","Justin","","Tucker","10.2","10","5100","CIN@BAL","BAL","CIN","","","",""
"17027-11495","WR","Brandon","","LaFell","8.219999694824219","10","5100","CIN@BAL","CIN","BAL","","","",""
"17027-10647","K","Matt","","Bryant","11","10","5100","ARI@ATL","ATL","ARI","","","",""
"17027-21952","WR","Michael","","Floyd","7.655555725097656","9","5100","ARI@ATL","ARI","ATL","","","",""
"17027-54753","WR","Taylor","","Gabriel","8.457142966134208","7","5100","ARI@ATL","ATL","ARI","","","",""
"17027-26141","QB","Ryan","","Nassib","6.71999979019165","1","5000","NYG@CLE","NYG","CLE","","","",""
"17027-23075","QB","Alex","","Tanney","7.960000038146973","1","5000","TEN@CHI","TEN","CHI","","","",""
"17027-30253","QB","Jeff","","Driskel","0","0","5000","CIN@BAL","CIN","BAL","NA","Coach's decision","",""
"17027-34459","QB","B.J.","","Daniels","0.9200000166893005","4","5000","TEN@CHI","CHI","TEN","","","",""
"17027-47772","QB","Brandon","","Doughty","0","0","5000","SF@MIA","MIA","SF","","","",""
"17027-45797","QB","Garrett","","Grayson","0","1","5000","LA@NO","NO","LA","","","",""
"17027-7919","QB","Kellen","","Clemens","-0.10000000149011612","1","5000","SD@HOU","SD","HOU","","","",""
"17027-26355","QB","Logan","","Thomas","0","0","5000","NYG@CLE","NYG","CLE","","","",""
"17027-12539","D","Miami","","Dolphins","7.9","10","5000","SF@MIA","MIA","SF","","","",""
"17027-29445","QB","Sean","","Mannion","1.2400000095367432","1","5000","LA@NO","LA","NO","NA","Coach's decision","",""
"17027-70446","QB","Joe","","Callahan","0","0","5000","NYG@CLE","CLE","NYG","NA","Coach's decision","",""
"17027-14645","WR","Dontrelle","","Inman","6.279999923706055","10","5000","SD@HOU","SD","HOU","","","",""
"17027-70464","QB","Josh","","Woodrum","0","0","5000","TEN@CHI","CHI","TEN","","","",""
"17027-8023","QB","Josh","","Johnson","0","0","5000","NYG@CLE","NYG","CLE","NA","Coach's decision","",""
"17027-28515","QB","Cardale","","Jones","0","0","5000","JAC@BUF","BUF","JAC","NA","Coach's decision","",""
"17027-25969","QB","Tom","","Savage","0","0","5000","SD@HOU","HOU","SD","","","",""
"17027-8051","QB","Luke","","McCown","6.199999809265137","2","5000","LA@NO","NO","LA","","","",""
"17027-24949","QB","EJ","","Manuel","1.6999999682108562","3","5000","JAC@BUF","BUF","JAC","","","",""
"17027-43413","RB","Kenneth","","Dixon","3.316666603088379","6","5000","CIN@BAL","BAL","CIN","","","",""
"17027-43956","QB","David","","Fales","0","0","5000","TEN@CHI","CHI","TEN","","","",""
"17027-31170","QB","Brandon","","Allen","0","0","5000","JAC@BUF","JAC","BUF","NA","Coach's decision","",""
"17027-44500","QB","Keith","","Wenning","0","0","5000","CIN@BAL","CIN","BAL","","","",""
"17027-70127","QB","Griffin","","Neal","0","0","5000","LA@NO","NO","LA","","","",""
"17027-29685","WR","Robert","","Woods","8.544444613986546","9","5000","JAC@BUF","BUF","JAC","NA","Knee","",""
"17027-34295","WR","Breshad","","Perriman","4.911111195882161","9","5000","CIN@BAL","BAL","CIN","","","",""
"17027-28202","RB","Jeremy","","Langford","7.383333206176758","6","4900","TEN@CHI","CHI","TEN","","","",""
